h3,addresses
851311affffffff,1
85121e03fffffff,1
85121e33fffffff,201
85121e37fffffff,174
851218bbfffffff,19
851218b3fffffff,7
85121d6bfffffff,7
85120e7bfffffff,1
85120133fffffff,40
85120137fffffff,11
85122e8ffffffff,35
85122e87fffffff,756
85135287fffffff,2397
8528938bfffffff,309
8528939bfffffff,10
8528904ffffffff,757
852892affffffff,1188
85289323fffffff,169
85289283fffffff,380
85289263fffffff,61
85279307fffffff,125
85279323fffffff,17
85279353fffffff,44
852792bbfffffff,25
852792a3fffffff,26
852792d7fffffff,9
85279283fffffff,69
8527904bfffffff,635
8527962bfffffff,397
8527914ffffffff,76
8527901bfffffff,158
852790abfffffff,59
85279037fffffff,255
852791cbfffffff,51
85279a87fffffff,228
85279853fffffff,232
85279ec3fffffff,11
8527980ffffffff,447
8527988ffffffff,112
852799d3fffffff,32
85279897fffffff,12
85279c07fffffff,7
85279c23fffffff,143
85279173fffffff,2
85279157fffffff,226
85279113fffffff,67
8527957bfffffff,11
8527824bfffffff,6
85278243fffffff,36
85279cc7fffffff,16
85278247fffffff,8
852782a3fffffff,19
8527968bfffffff,118
8566e44ffffffff,364
8566e45bfffffff,11460
8566e693fffffff,1300
854519b7fffffff,2796
858a5a2ffffffff,32
85664b47fffffff,137
85664b4bfffffff,23
85664bdbfffffff,31
858acb67fffffff,25
858ad9a7fffffff,1
858ad913fffffff,1
858ad92ffffffff,12
858ad05bfffffff,2
858ad167fffffff,57
858ad85bfffffff,445
858ad3a7fffffff,40
858ade43fffffff,59
855f2d93fffffff,208
855f2db7fffffff,100
858adab3fffffff,533
858adbcffffffff,105
858adb47fffffff,16
855f7487fffffff,32
858adacbfffffff,303
858ada53fffffff,43
858ada4ffffffff,38
855f2987fffffff,32
855f29b3fffffff,103
855f2933fffffff,52
855f74abfffffff,2
855f344ffffffff,1
855f3603fffffff,2
855f365bfffffff,52
85806b2bfffffff,4
85806bc3fffffff,68
85806b53fffffff,203
85806b0bfffffff,4
85806b63fffffff,2111
8544ee6ffffffff,12722
8544ea8ffffffff,2014
8544eaaffffffff,3891
85264b9bfffffff,3560
85264aabfffffff,1565
85264a9bfffffff,1564
8526484ffffffff,2309
85266e2bfffffff,1812
8526458ffffffff,1099
85266b47fffffff,2422
85266b73fffffff,2898
85266b33fffffff,798
8526697bfffffff,2061
85266a37fffffff,1957
8526627bfffffff,770
85264483fffffff,1152
8526623bfffffff,2403
852671a3fffffff,634
8526620ffffffff,1606
852662cffffffff,10646
85266303fffffff,407
85266197fffffff,5003
852a9563fffffff,146607
852a900bfffffff,9691
852a9083fffffff,1967
852a90b3fffffff,510
852a942ffffffff,1766
8527692ffffffff,2595
852ab42bfffffff,2018
852ab423fffffff,11554
852ab4abfffffff,2637
852b9bd7fffffff,363686
85beced3fffffff,2
85bec387fffffff,1
85bec06ffffffff,3
85bec3dbfffffff,2
85bec2a3fffffff,3
85a90ddbfffffff,4281
85a90dc3fffffff,2671
85a90dcbfffffff,1897
85a9056bfffffff,407
85a90153fffffff,95
85a90143fffffff,10
85a90c53fffffff,26053
85a9012ffffffff,14797
85a90c0bfffffff,11499
85a824b7fffffff,743
85a82487fffffff,599
85a82583fffffff,2413
85a8251bfffffff,5475
85a825cffffffff,5436
85a825cbfffffff,20529
85a82573fffffff,70
85a82547fffffff,186
85a820bbfffffff,674
85a820cffffffff,440
85a95213fffffff,1900
85a810b7fffffff,3972
85a81177fffffff,50377
85a8540ffffffff,9095
85a85437fffffff,50
85a80dbbfffffff,187
85a80d8ffffffff,4922
85a87253fffffff,179
85a80dc3fffffff,3542
85a80d1bfffffff,189
85a80d57fffffff,391
85a80897fffffff,830
85a87257fffffff,67
85a809dbfffffff,173
85a808cffffffff,6368
85a80ea3fffffff,173
85a80e23fffffff,149
85a80e0ffffffff,8223
85a80807fffffff,1624
85a8083bfffffff,1016
85a8a8c7fffffff,1609
85a8a817fffffff,1404
85a8c1c7fffffff,1852
858b8cb3fffffff,213
858b8dcffffffff,56
858b88b7fffffff,19
858b8eaffffffff,50
858b813bfffffff,13847
858b8e8ffffffff,18
858b8ec3fffffff,25
858b8ecffffffff,15
858b8e0bfffffff,19
858b8e2bfffffff,3265
858b8e6ffffffff,396
858b8e4ffffffff,27
858b8957fffffff,198
858b895bfffffff,125
858b8847fffffff,35
858b885bfffffff,216
858b8aabfffffff,22
858b8a1bfffffff,14
858b8acffffffff,60
858b9d73fffffff,76
858a0663fffffff,43
858a121bfffffff,8
858aa113fffffff,14
858aa153fffffff,62
858aa3b3fffffff,3
858a707bfffffff,12
858a550ffffffff,26
858a5003fffffff,20
858a5653fffffff,61
858a5047fffffff,3
858ae5bbfffffff,13173
858a52d3fffffff,801
858a529bfffffff,43
858ae5affffffff,133
858ae523fffffff,133
858a08cffffffff,9
858a0a3bfffffff,14
858a0a73fffffff,23
858a0a67fffffff,21
858a1953fffffff,142
858ae583fffffff,32
858ae58ffffffff,474
858ae50ffffffff,79
858ae4cbfffffff,18784
858ae6b3fffffff,49
858a197bfffffff,23
858a196ffffffff,289
858a196bfffffff,32
858ae6c7fffffff,28
858a1b33fffffff,206
858a516ffffffff,17
858a533bfffffff,21
858a52a7fffffff,99
858aec97fffffff,231
858a5a83fffffff,1
858ae52bfffffff,82
858ac55bfffffff,13
858aad3bfffffff,73
858a1a5bfffffff,82
858aa98bfffffff,118
858aa817fffffff,3
858aa807fffffff,20
858af4d7fffffff,38
858af513fffffff,71
858aab93fffffff,1126
858aa96bfffffff,495
858aab87fffffff,1089
858aabbbfffffff,5572
858af6a7fffffff,1
8580768ffffffff,3950
858076abfffffff,39
8580761bfffffff,999
8580765bfffffff,733
85800da3fffffff,795
85800dd7fffffff,2702
8580606bfffffff,733
858063c3fffffff,612
858063cbfffffff,1579
85806373fffffff,400
85806367fffffff,244
858044abfffffff,199
85807527fffffff,340
85807567fffffff,149
85a8853bfffffff,5442
85a895bbfffffff,9987
85810053fffffff,2476
858106abfffffff,3079
858115a7fffffff,271
85813317fffffff,75
85810653fffffff,520
858133cffffffff,5069
858113b3fffffff,2711
858113a3fffffff,1113
85811e17fffffff,31907
85811e67fffffff,239
85811e4bfffffff,5066
8581ad97fffffff,8468
8581180bfffffff,45
858026d3fffffff,899
85811b37fffffff,1747
85811b0ffffffff,4572
85811ab7fffffff,8609
858181b7fffffff,19801
8581818ffffffff,16805
8581813bfffffff,17497
85818937fffffff,1196
8581892ffffffff,5452
85801687fffffff,1503
8580168bfffffff,29393
85801633fffffff,2106
858016dbfffffff,2277
854988cbfffffff,13249
8549884ffffffff,9036
8549b543fffffff,142802
8549b6a3fffffff,2390
8549b633fffffff,3211
8549b607fffffff,2492
856d1487fffffff,582
856d3343fffffff,9984
856d2073fffffff,7438
856d22c3fffffff,382
856d2677fffffff,434
8548082bfffffff,984
8548084ffffffff,7067
85480ab7fffffff,4818
85480bbbfffffff,1156
85480bd3fffffff,19244
8529b6cbfffffff,49837
854880c3fffffff,16461
85488633fffffff,52
8548b06ffffffff,3796
8548936ffffffff,6002
85446dc7fffffff,7657
85446dcffffffff,17302
85446d77fffffff,1714
85446cc3fffffff,18390
85269d47fffffff,168
85269c2ffffffff,117
85269dc3fffffff,935
85269dd3fffffff,2399
85269ca7fffffff,146
85268347fffffff,29
8548dc1bfffffff,21
8548dcdbfffffff,40
8548d123fffffff,7
8548d12ffffffff,28
8548dc23fffffff,4458
8548d883fffffff,30601
8548d893fffffff,11
8548d10ffffffff,4
8548de93fffffff,3
8548ded7fffffff,11
8548d387fffffff,2
8548d3a7fffffff,4
8548dec3fffffff,12
8548d307fffffff,8
8548de0bfffffff,17
8548de5bfffffff,11
8526ea97fffffff,29719
8526c65bfffffff,91
8526f33bfffffff,314
8526f16bfffffff,4
8526f3d7fffffff,76
8526f067fffffff,12139
8526f02bfffffff,4216
8526f14ffffffff,40
8526f17bfffffff,441
8526f173fffffff,19
8526f1c7fffffff,51
8526c68ffffffff,878
8526c687fffffff,53
8526c40bfffffff,57
8526e24ffffffff,324
8526f0b3fffffff,34
8526f53bfffffff,967
8526f523fffffff,498
8526f5a7fffffff,177
8526e303fffffff,934
8526552ffffffff,128
85262c13fffffff,1668
85262c8bfffffff,8162
8528d173fffffff,79
8528d143fffffff,2161
8528d3a7fffffff,51933
8528d3abfffffff,21092
852703c3fffffff,10
852702a7fffffff,610
8527038bfffffff,928
85262083fffffff,485
8526209bfffffff,980
85262557fffffff,188
85262183fffffff,3284
8566026bfffffff,1959
85661823fffffff,1553
856619dbfffffff,187726
8544a5bbfffffff,180
85441357fffffff,27031
85441337fffffff,66
8544a103fffffff,147117
8544adc3fffffff,1377
8544ad57fffffff,32265
8544ad43fffffff,2144
8544ad5bfffffff,195
8544a8d3fffffff,24228
8544eb9bfffffff,3341
8544ee23fffffff,4907
8544ee57fffffff,1254
8544f603fffffff,620
8544f6affffffff,3468
8544f637fffffff,25513
8526402bfffffff,647
85264eb3fffffff,2064
85264c0ffffffff,1794
85264ccffffffff,2253
85264c8ffffffff,2843
85264193fffffff,606
85266a4ffffffff,1591
85266a23fffffff,1292
85266a13fffffff,52270
852a9e27fffffff,2293
852a9313fffffff,26099
852a9167fffffff,290
852a9c0ffffffff,9225
85266453fffffff,121103
852665b3fffffff,2044
852a968ffffffff,3017
852a96b3fffffff,2465
8527496ffffffff,4082
852a9493fffffff,3830
8527493bfffffff,1973
852a94d3fffffff,118661
852a94a3fffffff,1469
852ab36ffffffff,9867
852ab347fffffff,3338
852ab30ffffffff,842
852ab333fffffff,13108
852ab5abfffffff,5234
852b9b2ffffffff,9479
852a8967fffffff,71696
852ad477fffffff,4570
852ad40ffffffff,14682
852ad433fffffff,1551
852aaa17fffffff,3939
852aaaaffffffff,11112
852aae67fffffff,7877
852aac2ffffffff,2698
852a1073fffffff,282131
852a100bfffffff,253933
852b8a27fffffff,24302
852b8aabfffffff,2069
852b980ffffffff,4089
852b98bbfffffff,11096
852b99d3fffffff,4966
852b988bfffffff,1325
852b98b3fffffff,2201
852b9c3bfffffff,2308
852b9d27fffffff,14
852b8ad7fffffff,3577
852a302ffffffff,29927
852a314bfffffff,20287
852a3123fffffff,40
852a323bfffffff,731
85344cc3fffffff,10768
85391933fffffff,36880
853824dbfffffff,6280
85390a4bfffffff,7714
85390a43fffffff,18773
85391d8bfffffff,2399
85392283fffffff,3556
85390ca3fffffff,94466
85392b63fffffff,13276
85392ac3fffffff,6221
85392a93fffffff,2238
853929b7fffffff,4386
853929a7fffffff,14568
853974b3fffffff,2876
852baa0bfffffff,155332
852baa13fffffff,26982
852b8183fffffff,3502
852b819bfffffff,3770
852b8537fffffff,9939
851845bbfffffff,23507
8518632bfffffff,5150
85186a87fffffff,8522
85c99567fffffff,50
85c9954bfffffff,27
85c9905bfffffff,906
85c99297fffffff,67
85c9944ffffffff,26
85c99687fffffff,463
85be1847fffffff,490
85be1aa7fffffff,347
85be1aabfffffff,1365
85be1a47fffffff,10158
85bea9b3fffffff,666
85bef44bfffffff,180
85bea963fffffff,9887
85bef0dbfffffff,5512
85bef617fffffff,66
85bef673fffffff,235
85bef6c7fffffff,392
85bea96bfffffff,8635
85bef61bfffffff,126
85bef65bfffffff,6569
85bb5023fffffff,946
85bb500bfffffff,5057
853960a7fffffff,37625
85396427fffffff,12764
853961dbfffffff,4291
853965d3fffffff,4272
851f9a57fffffff,385
851f9bd7fffffff,9037
851eb2b7fffffff,41
851eb047fffffff,114
851e8683fffffff,1348
851e8687fffffff,18
851e845bfffffff,2784
851e8473fffffff,4995
851e8477fffffff,3861
851e84d3fffffff,6494
851f92d7fffffff,6913
851f9043fffffff,6424
851fb0c7fffffff,9291
851fa6c7fffffff,15547
851f8347fffffff,29145
851f8363fffffff,5112
851f8e1bfffffff,23511
851f8eabfffffff,22616
851fa163fffffff,29284
851fa8d3fffffff,19836
851fac53fffffff,17190
851fa443fffffff,655833
851fa463fffffff,35131
851fa4a7fffffff,56929
851fa5d3fffffff,40675
85196913fffffff,41424
85196837fffffff,58697
851f1247fffffff,20551
851fac17fffffff,4278
851fac07fffffff,11519
851fadcbfffffff,7799
851f123bfffffff,11063
851f1223fffffff,9331
851e1643fffffff,11455
851e12d7fffffff,2834
851f8bcffffffff,2777
851f8b0bfffffff,3575
851f886ffffffff,498
851f8bb3fffffff,285
851e2337fffffff,5012
851e03b7fffffff,7918
851e018bfffffff,8927
851e01a3fffffff,8175
851e0c73fffffff,4412
851e0c03fffffff,6175
851e2657fffffff,6258
851e261bfffffff,4692
851f1ba7fffffff,7692
851f1953fffffff,2732
851e35a3fffffff,11257
851e22dbfffffff,7295
851e2213fffffff,4710
851e2687fffffff,3091
851f522bfffffff,21073
851e28cffffffff,8049
851e2813fffffff,7146
851e28a7fffffff,3611
85099c63fffffff,203
85099c2ffffffff,358
850998c7fffffff,1085
850983affffffff,1450
85098e8ffffffff,568
85098377fffffff,11
8509832bfffffff,25
85099c33fffffff,524
85099dcbfffffff,432
85099d5bfffffff,828
85098e63fffffff,25
85098ccbfffffff,265
85098c53fffffff,104
85098cd3fffffff,401
85098c13fffffff,1064
85098cbbfffffff,887
85098eaffffffff,168
850988cffffffff,46
8509884bfffffff,3909
85098807fffffff,1240
850988bbfffffff,1316
85099887fffffff,629
850998b3fffffff,1328
85099d7bfffffff,3733
85099d63fffffff,4293
851f4677fffffff,1947
851f43d7fffffff,1446
851f441bfffffff,1186
851124dbfffffff,2282
851124d3fffffff,1764
8511241bfffffff,5556
8511268ffffffff,9003
851125d3fffffff,3417
8511242ffffffff,1265
85112553fffffff,3301
85089b4bfffffff,4422
85089b73fffffff,9555
854ba0a7fffffff,2020961
852e6e23fffffff,643
852e6a97fffffff,18
852e6e1bfffffff,3163
852e6e47fffffff,3240
854b6d13fffffff,4620
852e6577fffffff,528
852e6c5bfffffff,61458
852e6117fffffff,84392
852e74affffffff,42480
852e74b3fffffff,60717
852f5b57fffffff,11775
85b22607fffffff,61018
85a90e53fffffff,5276
85a90b9bfffffff,669
85a90bcffffffff,302
85a90a37fffffff,609
85a90027fffffff,489
85a90397fffffff,6183
85a802affffffff,3749
85a803c3fffffff,9303
85a80ed3fffffff,1822
85a80ec3fffffff,25674
85a80ec7fffffff,5882
85a80287fffffff,796
85a80257fffffff,3816
85a81203fffffff,2555
85a813c3fffffff,7746
85a8e473fffffff,4022
85a8e44ffffffff,1924
85a8e477fffffff,3218
85a8c45bfffffff,354
85a8f143fffffff,2699
85a8f14ffffffff,536
85a8c6abfffffff,558
85a8f32ffffffff,193
85a8d5b3fffffff,638
85a8f473fffffff,371
85a8f0d7fffffff,2157
85a8f0cffffffff,936
85a8f017fffffff,455
85a8f023fffffff,426
85a8f2b7fffffff,398
85a8d1dbfffffff,208
85a8d007fffffff,154
85a8d0d3fffffff,155
85a8d633fffffff,228
85a8d29bfffffff,149
85a8d2d7fffffff,521
85a8d28ffffffff,19
85a8d163fffffff,398
85a8d17bfffffff,1472
85a8de83fffffff,4059
85a8d307fffffff,545
85a8dea3fffffff,113
85a8deaffffffff,785
85a8de0bfffffff,178
85a8d353fffffff,16
85812cbbfffffff,12
85812dd7fffffff,107
85812c07fffffff,10
85a8d9d7fffffff,216
85a8d9d3fffffff,203
85816493fffffff,51
85a8d937fffffff,192
85a8d927fffffff,76
85a8d90bfffffff,62
85a8d973fffffff,68
85a8d94bfffffff,302
85a8daa3fffffff,89
85816693fffffff,135
85816623fffffff,45
85816677fffffff,116
85816667fffffff,112
858166d3fffffff,4419
858166dbfffffff,41
85a8db07fffffff,65
85a8db03fffffff,131
858064dbfffffff,420
858159affffffff,215
85815977fffffff,169
8580669bfffffff,90
858159cffffffff,310
85815957fffffff,73
858066d7fffffff,225
85815bd7fffffff,14275
85815bc3fffffff,459
85815b07fffffff,107
85806437fffffff,153
85806477fffffff,130
8580646ffffffff,253
858060d3fffffff,676
85806687fffffff,735
858066a7fffffff,33545
8580663bfffffff,231
85806627fffffff,889
85806053fffffff,429
85806297fffffff,311
858066cffffffff,106
85815b6ffffffff,97
858075a7fffffff,140
858075affffffff,30
858062c3fffffff,509
85807547fffffff,439
8581584bfffffff,1572
85a8a36bfffffff,6515
85a884affffffff,2763
85a8851bfffffff,4679
85a8842bfffffff,5335
85a8aa87fffffff,666
85a88c23fffffff,923
85a88c2ffffffff,1918
8581302bfffffff,2510
85813233fffffff,17142
858133c3fffffff,4406
858133cbfffffff,22191
85812c6bfffffff,1
85812e37fffffff,1394
85812a93fffffff,989
85812acbfffffff,888
85812a43fffffff,126
8581237bfffffff,1943
85810427fffffff,2051
8581106bfffffff,6270
85811227fffffff,9159
858112cbfffffff,8331
858112cffffffff,1742
85810893fffffff,226
8581a847fffffff,9789
8581aa13fffffff,1953
8581aa3bfffffff,37215
8581aa23fffffff,1448
8581a3a7fffffff,9516
8581a367fffffff,1610
85818593fffffff,1773
8581859bfffffff,16682
8581ae4bfffffff,14569
85818397fffffff,17321
8580028bfffffff,1547
85800317fffffff,6929
85498397fffffff,51741
8549817bfffffff,2244
8549816ffffffff,219297
85498ddbfffffff,400
8549b397fffffff,2682
8549b14ffffffff,5152
854984c7fffffff,982
8549840bfffffff,5153
85498613fffffff,1949
854986a7fffffff,1620
85498013fffffff,1214
854986abfffffff,3826
8549b307fffffff,5259
8549838ffffffff,5140
854983c7fffffff,12381
85484363fffffff,933
85484a4ffffffff,5174
85485d17fffffff,3035
85485d3bfffffff,1818
8529a41bfffffff,228807
8529a1d7fffffff,332399
8528300ffffffff,18564
8548a1c3fffffff,15113
8548ac6ffffffff,269
8548ae3bfffffff,2001
8548a32bfffffff,10334
8548f33bfffffff,35
8548f353fffffff,9
8548f363fffffff,84
8548f36ffffffff,515
8548d197fffffff,15
8548d08bfffffff,8
8548d117fffffff,43
8548d4d3fffffff,77
8548890bfffffff,377
8548d44ffffffff,32
85488aa7fffffff,21
85488bdbfffffff,73
85489e87fffffff,4334
85489e83fffffff,1144
85489ec7fffffff,1864
85489e0bfffffff,5187
8544696ffffffff,540
85446b57fffffff,2052
85446a13fffffff,1067
85446a2bfffffff,528
8526c9affffffff,81
8526c9abfffffff,958
85444d97fffffff,10350
85444dbbfffffff,1481
85444d13fffffff,1997
85444d57fffffff,1143
8526cd73fffffff,1031
85444997fffffff,370
854448c7fffffff,586
85265e6ffffffff,893
852659cbfffffff,486
852659bbfffffff,13608
8526ec57fffffff,373
8526ec17fffffff,5749
8526ecabfffffff,589
8526534ffffffff,813
852670c7fffffff,1054
85267007fffffff,1392
85267017fffffff,2232
85267617fffffff,816
852676b3fffffff,2539
8526754ffffffff,539
8526754bfffffff,669
8526750bfffffff,1005
85267523fffffff,3385
85267483fffffff,378
8528d337fffffff,474
8512d2a7fffffff,150
8528d607fffffff,260
8528d63bfffffff,135
8528d677fffffff,190
8528d657fffffff,66
8528d643fffffff,236
8528d27bfffffff,38
8512d8dbfffffff,1
8512d343fffffff,49
8512d363fffffff,1
8512d3cbfffffff,2
8512d383fffffff,29
8512d10ffffffff,3095
85288c53fffffff,5398
8528816bfffffff,20
85289953fffffff,351
85289cdbfffffff,34
85289163fffffff,120
852893b3fffffff,37
852893a3fffffff,8795
85289ecffffffff,24
85289853fffffff,17630
85289863fffffff,36
85289e57fffffff,334
8527924bfffffff,177
8527924ffffffff,40
85289a4ffffffff,12
8512d813fffffff,24
8512d93bfffffff,399
856605dbfffffff,6188
854452d3fffffff,9788
85445257fffffff,853
8544e09bfffffff,192
8544e087fffffff,350
8544a96bfffffff,334
85264d33fffffff,13986
85266dd3fffffff,2031
852a936ffffffff,3950
852a93cffffffff,11062
8544c133fffffff,115204
852a8b8bfffffff,2540
852a895bfffffff,7376
852a9a63fffffff,831
852a9b8bfffffff,2739
852a9aabfffffff,1246
85275b97fffffff,2228
85275863fffffff,27
85275947fffffff,11588
85275887fffffff,2371
852ab1cffffffff,3156
852ad5dbfffffff,28659
852a3363fffffff,17571
852a06dbfffffff,52
852b1a47fffffff,11701
852b1ac7fffffff,2147
852b1a8bfffffff,8573
852b181bfffffff,840
852b18c3fffffff,92
852b1893fffffff,3256
852b1d27fffffff,700
852b1d37fffffff,89
852b1d93fffffff,1625
85391d4ffffffff,2032
85391d03fffffff,29799
8539190ffffffff,953
853904dbfffffff,21828
85392277fffffff,18060
85390eb3fffffff,68
85392a7bfffffff,7407
85392a2bfffffff,1080
853966dbfffffff,4104
85184dabfffffff,501
852b80bbfffffff,602
852b84a7fffffff,4
852bb23bfffffff,2
852bb3bbfffffff,17
852bb1affffffff,33
852babd3fffffff,2426
85186edbfffffff,9733
85186ec3fffffff,7911
8518612bfffffff,11268
8518716ffffffff,27605
8518469bfffffff,7376
85075ca7fffffff,1251
85074343fffffff,3
850741cffffffff,2
850741dbfffffff,3
8507402bfffffff,1
85075e97fffffff,43
8507510ffffffff,97
8507422ffffffff,8
85074277fffffff,6
850751b7fffffff,56
8507421bfffffff,28
8507466ffffffff,30
850755b7fffffff,265
85075587fffffff,16
85074603fffffff,52
85074513fffffff,2
850744b7fffffff,67
850773a7fffffff,12
8507714ffffffff,3
850771b3fffffff,124
85076247fffffff,125
850771abfffffff,2
85a250abfffffff,1671
85be636ffffffff,2233
85be637bfffffff,26948
85be4547fffffff,354
85be4553fffffff,37804
85be4437fffffff,660
85beab2bfffffff,215266
85be89dbfffffff,2001
853964abfffffff,3589
85396423fffffff,2644
8539608bfffffff,17875
851eb2a7fffffff,33
851eb3d7fffffff,699
853f3543fffffff,5938
853f3403fffffff,29423
85186c3bfffffff,2926
85186c37fffffff,2782
85186c4bfffffff,4073
85186c0bfffffff,31445
85186c1bfffffff,65431
85186ca3fffffff,5563
85186c9bfffffff,3532
851fb67bfffffff,2762
851fb66ffffffff,4372
851fb6a7fffffff,16495
851fb023fffffff,3222
851fb157fffffff,9348
851fb087fffffff,9793
851fb0b3fffffff,6260
851fb097fffffff,39247
851fb54bfffffff,16809
851fb54ffffffff,8508
851fb557fffffff,4500
851fb573fffffff,7534
851fb193fffffff,5963
851f86d7fffffff,2213
851f8297fffffff,3867
851f8623fffffff,3588
851f99cffffffff,49321
851f9d63fffffff,51543
851f99d3fffffff,34654
851fa36ffffffff,66883
851fa377fffffff,17921
851fa31bfffffff,10441
851fa317fffffff,15294
851fa033fffffff,5100
851f8c13fffffff,34028
851f8c8bfffffff,12425
851faa27fffffff,11722
851fab43fffffff,4310
851fae6ffffffff,72683
85196dc3fffffff,3614
85196d8ffffffff,25551
851f31b3fffffff,12724
851f35a3fffffff,2782
851f35a7fffffff,6626
851e060ffffffff,9582
851e03c7fffffff,2127
851e038ffffffff,5886
851e0387fffffff,5465
851e0143fffffff,11573
851e000ffffffff,11748
851e0033fffffff,5898
851e008ffffffff,13789
851e0083fffffff,6334
851f1bdbfffffff,9425
851f186ffffffff,6375
851f1873fffffff,3143
851f0997fffffff,12434
851f540ffffffff,2456
851f543bfffffff,10088
851f54cffffffff,1298
851f5403fffffff,1751
851f54bbfffffff,680
851f5497fffffff,225
851f554bfffffff,1768
851f55d7fffffff,870
851f551bfffffff,1682
851f5523fffffff,1362
851f5587fffffff,673
851e2b6ffffffff,82
851e2b87fffffff,14497
851e295bfffffff,2222
851e2953fffffff,5106
851e2957fffffff,919
851e290bfffffff,5341
851e293bfffffff,715
851e29d7fffffff,5676
851e2d67fffffff,4108
851e2d37fffffff,1586
851e2d1bfffffff,4818
85088a8ffffffff,3089
854ba0bbfffffff,420216
852e6d13fffffff,6841
852e6d67fffffff,28869
852e6c97fffffff,868
852f5b23fffffff,97289
852f5b27fffffff,199
852f5bbbfffffff,28844
852f5b3bfffffff,62159
852f5b43fffffff,11213
852e75b3fffffff,41147
852e7577fffffff,16398
85becc7bfffffff,1
85b99c17fffffff,1
85b99c83fffffff,1
85b8b227fffffff,1
859d6927fffffff,1
859d6b8bfffffff,1
859d6c87fffffff,67
859d60a7fffffff,2
85bec8abfffffff,2
85bec847fffffff,2
85bece03fffffff,1
85bece57fffffff,4
85bece5bfffffff,3
85bed8a7fffffff,2
85bed9cbfffffff,3
85bed827fffffff,4
85bed83bfffffff,2
859d6c4bfffffff,1
859d6147fffffff,1
859d60abfffffff,3
859d6033fffffff,3
859d63cbfffffff,1
859d6e6bfffffff,1
859d45a3fffffff,1
859d4533fffffff,1
859d457bfffffff,1
859d632bfffffff,1
859d44abfffffff,2
859d447bfffffff,1
859d6637fffffff,1
859d6667fffffff,3
85b2d87bfffffff,34
85b2dc37fffffff,973
85b2ddbbfffffff,1030
85b2c3a3fffffff,353
85a97057fffffff,467
85a9719bfffffff,144
85a9762ffffffff,267
85a97293fffffff,136
85a972c7fffffff,562
85a9720ffffffff,1982
85a97353fffffff,3287
85a95483fffffff,404
85a92b9bfffffff,70
85a92b1bfffffff,207
85a92aa3fffffff,375
85a92a27fffffff,402
85a90cb3fffffff,885
85a956affffffff,3509
85a95057fffffff,1210
85a952a7fffffff,4474
85a95337fffffff,10132
85a95327fffffff,704
85a9531bfffffff,2440
85a9534bfffffff,5017
85a90bb3fffffff,207
85a90babfffffff,10908
85a813a3fffffff,26217
858b1abbfffffff,40
